experiment_id,experiment_title_inferred,experiment_dir,artifact_path,artifact_type,file_extension,file_size_bytes,modified_time,likely_role,manuscript_relevance,notes
exp1,Persistent Plastic Graph MNIST Prototype,experiments/experiment1,experiments/experiment1/.DS_Store,unknown,,8196,2026-05-02T07:40:16,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp6,Route Audit Successor World,experiments/experiment6_route_audit_successor,experiments/experiment6_route_audit_successor/requirements.txt,config,.txt,101,2026-05-02T15:16:36,dependency manifest,low,Indexed from local filesystem; interpretation pending human/thread review.
exp6,Route Audit Successor World,experiments/experiment6_route_audit_successor,experiments/experiment6_route_audit_successor/run_exp6_route_audit_successor.py,script,.py,4823,2026-05-02T18:17:31,experiment runner,low,Indexed from local filesystem; interpretation pending human/thread review.
exp6,Route Audit Successor World,experiments/experiment6_route_audit_successor,experiments/experiment6_route_audit_successor/run_exp6_suite.py,script,.py,3234,2026-05-02T18:17:31,experiment runner,low,Indexed from local filesystem; interpretation pending human/thread review.
exp6,Route Audit Successor World,experiments/experiment6_route_audit_successor,experiments/experiment6_route_audit_successor/runs/exp6_route_audit_successor_suite.sqlite3,unknown,.sqlite3,11563008,2026-05-03T00:04:23,per-run SQLite database,low,Indexed from local filesystem; interpretation pending human/thread review.
exp6,Route Audit Successor World,experiments/experiment6_route_audit_successor,experiments/experiment6_route_audit_successor/start.ps1,script,.ps1,1013,2026-05-02T18:18:43,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp6,Route Audit Successor World,experiments/experiment6_route_audit_successor,experiments/experiment6_route_audit_successor/start.sh,script,.sh,596,2026-05-02T18:18:43,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/baselines.csv,summary_csv,.csv,3659,2026-05-02T20:10:11,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_accuracy_by_mode.png,plot,.png,106284,2026-05-02T20:10:11,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_accuracy_by_steps.png,plot,.png,81224,2026-05-02T20:10:11,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_baseline_summary.csv,summary_csv,.csv,813,2026-05-02T20:10:11,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_composition_accuracy.png,plot,.png,93850,2026-05-02T20:10:11,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_context_margin.png,plot,.png,89590,2026-05-02T20:10:11,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_correct_margin.png,plot,.png,88792,2026-05-02T20:10:11,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_report.md,report,.md,6747,2026-05-02T20:10:12,generated report,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_route_summary.csv,summary_csv,.csv,637,2026-05-02T20:10:11,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_summary.csv,summary_csv,.csv,893,2026-05-02T20:10:11,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_target_rank.png,plot,.png,95169,2026-05-02T20:10:11,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/exp7_transition_accuracy.png,plot,.png,92231,2026-05-02T20:10:11,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/metrics.csv,metrics_csv,.csv,34976,2026-05-02T20:10:11,primary metrics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/predictions.csv,summary_csv,.csv,804611,2026-05-02T20:10:11,raw predictions,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/route_diagnostics.csv,summary_csv,.csv,172018,2026-05-02T20:10:11,route diagnostics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/route_margin_heatmap_exp7_context_bleed_seed0_minus_one.png,plot,.png,45058,2026-05-02T20:10:12,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/route_margin_heatmap_exp7_context_bleed_seed0_plus_one.png,plot,.png,44811,2026-05-02T20:10:12,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/route_margin_heatmap_exp7_context_bleed_seed0_plus_two.png,plot,.png,44669,2026-05-02T20:10:12,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.sample/runs.csv,summary_csv,.csv,16259,2026-05-02T20:10:11,run manifest,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/baselines.csv,summary_csv,.csv,3740,2026-05-02T20:16:04,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_accuracy_by_mode.png,plot,.png,91716,2026-05-02T20:16:08,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_accuracy_by_steps.png,plot,.png,70974,2026-05-02T20:16:08,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_baseline_summary.csv,summary_csv,.csv,830,2026-05-02T20:16:05,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_composition_accuracy.png,plot,.png,79996,2026-05-02T20:16:06,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_context_margin.png,plot,.png,76050,2026-05-02T20:16:07,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_correct_margin.png,plot,.png,75466,2026-05-02T20:16:07,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_report.md,report,.md,6817,2026-05-02T20:16:09,generated report,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_route_summary.csv,summary_csv,.csv,645,2026-05-02T20:16:05,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_summary.csv,summary_csv,.csv,901,2026-05-02T20:16:05,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_target_rank.png,plot,.png,81171,2026-05-02T20:16:07,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/exp7_transition_accuracy.png,plot,.png,78658,2026-05-02T20:16:07,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/metrics.csv,metrics_csv,.csv,35752,2026-05-02T20:16:04,primary metrics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/predictions.csv,summary_csv,.csv,810492,2026-05-02T20:16:04,raw predictions,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/route_diagnostics.csv,summary_csv,.csv,173139,2026-05-02T20:16:04,route diagnostics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/route_margin_heatmap_exp7_context_bleed_seed0_minus_one.png,plot,.png,40392,2026-05-02T20:16:09,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/route_margin_heatmap_exp7_context_bleed_seed0_plus_one.png,plot,.png,40242,2026-05-02T20:16:09,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/route_margin_heatmap_exp7_context_bleed_seed0_plus_two.png,plot,.png,40038,2026-05-02T20:16:09,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.saturated/runs.csv,summary_csv,.csv,16292,2026-05-02T20:16:04,run manifest,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/baselines.csv,summary_csv,.csv,24707,2026-05-02T20:44:37,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_accuracy_by_mode.png,plot,.png,91687,2026-05-02T20:44:42,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_accuracy_by_steps.png,plot,.png,75838,2026-05-02T20:44:42,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_baseline_summary.csv,summary_csv,.csv,917,2026-05-02T20:44:40,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_composition_accuracy.png,plot,.png,79995,2026-05-02T20:44:40,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_context_margin.png,plot,.png,78750,2026-05-02T20:44:42,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_correct_margin.png,plot,.png,78284,2026-05-02T20:44:41,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_report.md,report,.md,6817,2026-05-02T20:44:44,generated report,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_route_summary.csv,summary_csv,.csv,763,2026-05-02T20:44:40,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_summary.csv,summary_csv,.csv,990,2026-05-02T20:44:40,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_target_rank.png,plot,.png,82899,2026-05-02T20:44:41,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/exp7_transition_accuracy.png,plot,.png,78658,2026-05-02T20:44:41,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/metrics.csv,metrics_csv,.csv,271563,2026-05-02T20:44:32,primary metrics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/predictions.csv,summary_csv,.csv,45632084,2026-05-02T20:44:37,raw predictions,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/route_diagnostics.csv,summary_csv,.csv,3727130,2026-05-02T20:44:37,route diagnostics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/route_margin_heatmap_exp7_context_bleed_seed0_minus_one.png,plot,.png,61017,2026-05-02T20:44:43,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/route_margin_heatmap_exp7_context_bleed_seed0_plus_one.png,plot,.png,59187,2026-05-02T20:44:44,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/route_margin_heatmap_exp7_context_bleed_seed0_plus_two.png,plot,.png,58813,2026-05-02T20:44:44,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analysis/exp7.unsaturated/runs.csv,summary_csv,.csv,97282,2026-05-02T20:44:32,run manifest,high,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/analyze_exp7_suite.py,script,.py,9206,2026-05-02T20:10:10,analysis script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/exp7/__init__.py,code,.py,0,2026-05-02T20:10:11,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/exp7/__pycache__/__init__.cpython-312.pyc,unknown,.pyc,199,2026-05-02T20:16:01,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/exp7/__pycache__/core.cpython-312.pyc,unknown,.pyc,25742,2026-05-02T20:16:01,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/exp7/core.py,code,.py,15653,2026-05-02T20:10:11,experiment implementation,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/EXPERIMENT_7_ROUTE_FIELD_DIAGNOSTICS.md,report,.md,7040,2026-05-02T20:10:10,supporting artifact,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/README.md,readme,.md,1948,2026-05-02T20:10:10,experiment overview and run notes,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/requirements.txt,config,.txt,24,2026-05-02T20:10:10,dependency manifest,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/run_exp7_route_field_diagnostics.py,script,.py,265,2026-05-02T20:10:11,experiment runner,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/run_exp7_suite.py,script,.py,12188,2026-05-02T20:10:10,experiment runner,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/runs/exp7_route_field_diagnostics.sqlite3,unknown,.sqlite3,35790848,2026-05-02T20:44:32,per-run SQLite database,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/start.ps1,script,.ps1,778,2026-05-02T20:43:10,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/start.sh,script,.sh,741,2026-05-02T20:10:11,launch script,low,Indexed from local filesystem; interpretation pending human/thread review.
exp7,Route Field Diagnostics,experiments/experiment7_route_field_diagnostics,experiments/experiment7_route_field_diagnostics/TRACKER_UPDATE_EXP7.md,report,.md,1227,2026-05-02T20:10:11,supporting artifact,medium,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/__pycache__/analyze_exp8_suite.cpython-312.pyc,unknown,.pyc,20871,2026-05-02T21:37:29,supporting artifact,low,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/baselines.csv,summary_csv,.csv,24707,2026-05-02T21:37:34,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_accuracy_by_mode.png,plot,.png,51169,2026-05-02T21:37:37,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_accuracy_by_steps.png,plot,.png,49246,2026-05-02T21:37:37,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_baseline_summary.csv,summary_csv,.csv,922,2026-05-02T21:37:34,baseline summary,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_composition_accuracy.png,plot,.png,46531,2026-05-02T21:37:34,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_context_margin.png,plot,.png,42983,2026-05-02T21:37:35,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_correct_margin.png,plot,.png,46711,2026-05-02T21:37:35,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_exposure_curve_composition.png,plot,.png,40876,2026-05-02T21:37:36,composition plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_exposure_curve_margin.png,plot,.png,41063,2026-05-02T21:37:36,margin plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_exposure_curve_route_table.png,plot,.png,40519,2026-05-02T21:37:36,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_failure_taxonomy.png,plot,.png,43930,2026-05-02T21:37:37,failure taxonomy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_report.md,report,.md,8790,2026-05-02T21:37:39,generated report,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_route_summary.csv,summary_csv,.csv,1084,2026-05-02T21:37:34,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_summary.csv,summary_csv,.csv,3827,2026-05-02T21:37:34,summary table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_target_rank.png,plot,.png,48322,2026-05-02T21:37:35,plot image,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/exp8_transition_accuracy.png,plot,.png,46185,2026-05-02T21:37:35,accuracy plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/metrics.csv,metrics_csv,.csv,684411,2026-05-02T21:37:32,primary metrics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/metrics_wide.csv,metrics_csv,.csv,104339,2026-05-02T21:37:34,wide metrics table,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/predictions.csv,summary_csv,.csv,34667708,2026-05-02T21:37:34,raw predictions,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/route_diagnostics.csv,summary_csv,.csv,4892996,2026-05-02T21:37:34,route diagnostics,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/route_margin_heatmap_exp8_full_self_organizing_route_field_seed0_minus_one_exp1.png,plot,.png,40559,2026-05-02T21:37:38,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/route_margin_heatmap_exp8_full_self_organizing_route_field_seed0_plus_one_exp1.png,plot,.png,42273,2026-05-02T21:37:38,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/route_margin_heatmap_exp8_full_self_organizing_route_field_seed0_plus_two_exp1.png,plot,.png,39287,2026-05-02T21:37:39,heatmap plot,high,Indexed from local filesystem; interpretation pending human/thread review.
exp8,Self-Organizing Contextual Route Acquisition,experiments/experiment8_self_organizing_route_acquisition,experiments/experiment8_self_organizing_route_acquisition/analysis/exp8/runs.csv,summary_csv,.csv,173394,2026-05-02T21:37:32,run manifest,high,Indexed from local filesystem; interpretation pending human/thread review.
